customer_id,customer_age,customer_income,employment_duration,loan_grade,loan_amount_in_thousand,loan_int_rate,term_years,cred_hist_length,Current_loan_status,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,Income_bracket,Loan_amount_bracket,loan_int_rate_bracket,home_ownership,Cluster
21495.0,31,48000.0,0.0,A,7.8,7.51,1,10,0,True,False,False,False,False,False,False,True,False,False,low,medium,very low rate,MORTGAGE,2
21496.0,31,24000.0,3.0,A,6.0,8.49,1,9,0,False,False,False,True,False,False,False,False,False,True,very low,low,low rate,RENT,0
21497.0,29,48000.0,13.0,B,20.0,11.36,9,10,0,True,False,False,False,False,False,True,False,False,False,low,very high,medium rate,MORTGAGE,1
21498.0,31,48000.0,0.0,B,20.0,10.62,1,7,0,False,False,True,False,False,False,True,False,False,False,low,very high,medium rate,OTHER,1
21499.0,35,48000.0,6.0,C,5.0,13.48,5,10,0,True,False,False,False,False,False,False,True,False,False,low,low,high rate,MORTGAGE,0
21500.0,29,48000.0,5.0,C,10.0,12.73,9,7,0,True,False,False,False,False,True,False,False,False,False,low,medium,high rate,MORTGAGE,0
21501.0,30,48000.0,3.0,C,1.5,13.48,3,5,0,False,False,True,False,False,False,True,False,False,False,low,very low,high rate,OTHER,0
21502.0,35,24000.0,2.0,C,6.0,12.87,5,7,0,False,False,False,True,True,False,False,False,False,False,very low,low,high rate,RENT,0
21503.0,33,48000.0,1.0,D,20.0,16.07,3,10,0,True,False,False,False,False,False,False,False,True,False,low,very high,very high rate,MORTGAGE,0
21504.0,27,42000.0,4.0,C,2.85,13.48,7,7,1,True,False,False,False,False,False,False,False,True,False,low,very low,high rate,MORTGAGE,0
21505.0,27,25200.0,3.0,A,6.0,7.9,7,5,0,False,False,False,True,False,False,False,True,False,False,very low,low,low rate,RENT,0
21506.0,33,48000.0,1.0,A,6.0,7.88,3,10,0,True,False,False,False,True,False,False,False,False,False,low,low,low rate,MORTGAGE,3
21508.0,27,26000.0,6.0,B,6.0,10.75,7,10,0,False,False,False,True,False,False,False,False,True,False,very low,low,medium rate,RENT,1
21509.0,27,26004.0,7.0,A,6.0,7.14,7,5,0,False,False,False,True,False,False,False,False,False,True,very low,low,very low rate,RENT,0
21510.0,35,26400.0,2.0,D,6.0,16.29,5,8,1,False,False,False,True,True,False,False,False,False,False,very low,low,very high rate,RENT,0
21511.0,29,26880.0,0.0,D,6.0,14.84,9,7,1,False,False,False,True,False,False,True,False,False,False,very low,low,very high rate,RENT,0
21512.0,32,27000.0,2.0,C,6.0,12.73,2,10,0,False,False,False,True,False,False,False,True,False,False,very low,low,high rate,RENT,0
21513.0,31,27000.0,7.0,A,6.0,8.94,1,6,1,False,False,False,True,False,False,True,False,False,False,very low,low,low rate,RENT,0
21514.0,27,48000.0,2.0,C,14.0,13.49,7,8,0,False,False,True,False,False,False,False,False,False,True,low,high,high rate,OTHER,0
21516.0,32,27840.0,3.0,D,6.0,16.29,2,5,0,False,False,False,True,False,False,False,False,True,False,very low,low,very high rate,RENT,0
21517.0,30,48000.0,9.0,A,3.0,7.4,3,7,0,True,False,False,False,False,True,False,False,False,False,low,very low,very low rate,MORTGAGE,2
21518.0,27,28000.0,3.0,C,6.0,13.92,7,6,0,False,False,False,True,False,False,False,False,False,True,very low,low,very high rate,RENT,0
21519.0,30,28800.0,2.0,C,6.0,15.23,3,6,0,False,False,False,True,False,False,False,False,True,False,very low,low,very high rate,RENT,0
21520.0,27,29000.0,2.0,C,6.0,15.27,7,6,0,False,False,False,True,False,False,False,False,False,True,very low,low,very high rate,RENT,0
21521.0,29,29004.0,8.0,C,6.0,12.87,9,5,0,False,False,False,True,False,True,False,False,False,False,very low,low,high rate,RENT,0
21522.0,29,29496.0,5.0,A,6.0,5.79,9,8,0,False,False,False,True,False,False,False,False,False,True,very low,low,very low rate,RENT,0
21523.0,30,48000.0,12.0,A,15.0,8.07,3,9,0,True,False,False,False,False,False,False,False,True,False,low,very high,low rate,MORTGAGE,3
21524.0,27,30000.0,4.0,C,6.0,14.65,7,9,0,False,False,False,True,False,False,False,False,False,True,very low,low,very high rate,RENT,0
21525.0,29,30000.0,7.0,A,6.0,8.9,9,10,0,False,False,False,True,False,False,False,False,True,False,very low,low,low rate,RENT,0
21526.0,35,48000.0,8.0,C,2.0,11.97,5,9,0,True,False,False,False,False,False,True,False,False,False,low,very low,high rate,MORTGAGE,0
21527.0,33,48000.0,2.0,A,7.5,8.0,3,10,0,True,False,False,False,False,False,True,False,False,False,low,medium,low rate,MORTGAGE,3
21528.0,29,48000.0,2.0,C,5.0,11.97,9,5,0,True,False,False,False,False,False,False,False,False,True,low,low,high rate,MORTGAGE,0
21529.0,29,30000.0,1.0,D,6.0,17.99,9,7,1,False,False,False,True,False,False,True,False,False,False,very low,low,very high rate,RENT,0
21530.0,31,30000.0,5.0,A,6.0,8.49,1,7,0,False,False,False,True,False,True,False,False,False,False,very low,low,low rate,RENT,0
21531.0,27,30000.0,2.0,A,6.0,7.66,7,9,0,False,False,False,True,False,False,False,True,False,False,very low,low,very low rate,RENT,0
21532.0,28,30000.0,10.0,B,6.0,10.37,8,6,1,False,False,False,True,False,False,False,True,False,False,very low,low,medium rate,RENT,1
21533.0,35,30000.0,1.0,A,6.0,6.54,5,6,1,False,False,False,True,True,False,False,False,False,False,very low,low,very low rate,RENT,0
21534.0,28,30000.0,2.0,B,6.0,11.49,8,9,1,False,False,False,True,True,False,False,False,False,False,very low,low,medium rate,RENT,1
21535.0,31,30000.0,5.0,C,6.0,13.23,1,5,0,False,False,False,True,False,False,False,False,True,False,very low,low,high rate,RENT,0
21536.0,31,42000.0,0.0,D,21.0,12.36,1,7,1,True,False,False,False,False,True,False,False,False,False,low,very high,high rate,MORTGAGE,2
21537.0,27,48000.0,10.0,A,6.5,7.75,7,8,0,False,False,True,False,False,False,False,False,True,False,low,low,low rate,OTHER,3
21538.0,33,48000.0,4.0,B,5.0,11.03,3,10,0,True,False,False,False,False,False,True,False,False,False,low,low,medium rate,MORTGAGE,1
21539.0,33,30000.0,0.0,B,6.0,10.51,3,10,0,False,False,False,True,True,False,False,False,False,False,very low,low,medium rate,RENT,1
21540.0,27,48100.0,1.0,B,20.0,11.89,7,10,0,True,False,False,False,False,False,False,False,False,True,low,very high,high rate,MORTGAGE,1
21541.0,32,30000.0,5.0,D,6.0,12.61,2,5,1,False,False,False,True,False,False,False,False,False,True,very low,low,high rate,RENT,0
21542.0,28,30784.0,0.0,A,6.0,9.32,8,8,0,False,False,False,True,False,False,False,False,True,False,very low,low,low rate,RENT,0
21543.0,27,42200.0,6.0,D,10.0,16.49,7,6,1,True,False,False,False,False,False,False,True,False,False,low,medium,very high rate,MORTGAGE,0
21544.0,28,31000.0,3.0,D,6.0,15.33,8,9,0,False,False,False,True,False,False,False,False,True,False,very low,low,very high rate,RENT,0
21545.0,32,48250.0,3.0,B,8.4,10.74,2,6,0,True,False,False,False,False,False,False,True,False,False,low,medium,medium rate,MORTGAGE,1
21546.0,29,31000.0,1.0,C,6.0,13.47,9,6,0,False,False,False,True,False,False,False,True,False,False,very low,low,high rate,RENT,0
21547.0,27,31200.0,0.0,C,6.0,13.49,7,7,0,False,False,False,True,False,False,False,False,False,True,very low,low,high rate,RENT,0
21548.0,30,31200.0,5.0,B,6.0,9.91,3,8,0,False,False,False,True,False,False,False,True,False,False,very low,low,low rate,RENT,1
21549.0,27,31200.0,0.0,A,6.0,9.63,7,8,0,False,False,False,True,False,False,False,True,False,False,very low,low,low rate,RENT,0
21550.0,29,31200.0,2.0,B,6.0,11.46,9,10,1,False,False,False,True,False,False,False,False,True,False,very low,low,medium rate,RENT,1
21551.0,27,31500.0,10.0,C,6.0,12.84,7,9,1,False,False,False,True,False,True,False,False,False,False,very low,low,high rate,RENT,0
21552.0,30,48500.0,5.0,A,9.35,7.9,3,7,0,True,False,False,False,False,False,False,True,False,False,low,medium,low rate,MORTGAGE,3
21553.0,27,32000.0,11.0,C,6.0,14.27,7,8,0,False,False,False,True,False,True,False,False,False,False,very low,low,very high rate,RENT,0
21554.0,30,32000.0,0.0,C,6.0,12.99,3,9,0,False,False,False,True,False,False,False,True,False,False,very low,low,high rate,RENT,0
21555.0,30,32000.0,0.0,B,6.0,11.86,3,9,0,False,False,False,True,False,False,False,True,False,False,very low,low,medium rate,RENT,1
21556.0,28,32000.0,0.0,B,6.0,11.05,8,5,0,False,False,False,True,False,False,False,False,True,False,very low,low,medium rate,RENT,1
21557.0,29,32000.0,13.0,B,6.0,12.18,9,10,0,False,False,False,True,False,True,False,False,False,False,very low,low,high rate,RENT,1
21558.0,28,48528.0,12.0,A,10.0,6.99,8,9,0,True,False,False,False,False,True,False,False,False,False,low,medium,very low rate,MORTGAGE,2
21559.0,28,32004.0,5.0,C,6.0,13.99,8,9,0,False,False,False,True,False,False,False,False,False,True,very low,low,very high rate,RENT,0
21560.0,28,33000.0,2.0,A,6.0,7.9,8,6,0,False,False,False,True,False,False,False,False,True,False,very low,low,low rate,RENT,0
21561.0,27,48600.0,4.0,D,10.0,15.7,7,9,0,True,False,False,False,False,False,False,False,True,False,low,medium,very high rate,MORTGAGE,0
21562.0,29,33000.0,4.0,B,6.0,9.99,9,6,0,False,False,False,True,False,False,False,False,False,True,very low,low,low rate,RENT,1
21563.0,29,33000.0,0.0,C,6.0,15.23,9,6,0,False,False,False,True,False,True,False,False,False,False,very low,low,very high rate,RENT,0
21564.0,33,33500.0,0.0,A,6.0,8.0,3,9,0,False,False,False,True,False,True,False,False,False,False,very low,low,low rate,RENT,0
21565.0,29,48712.0,13.0,A,11.05,5.42,9,9,0,True,False,False,False,False,False,False,False,False,True,low,high,very low rate,MORTGAGE,2
21566.0,27,33600.0,2.0,D,6.0,14.91,7,5,1,False,False,False,True,False,False,False,False,True,False,very low,low,very high rate,RENT,0
21567.0,30,33600.0,5.0,A,6.0,6.91,3,7,0,False,False,False,True,False,False,False,False,False,True,very low,low,very low rate,RENT,0
21568.0,29,33864.0,2.0,D,6.0,14.91,9,6,1,False,False,False,True,False,False,False,False,False,True,very low,low,very high rate,RENT,0
21569.0,29,33996.0,13.0,D,6.0,14.09,9,7,0,False,False,False,True,False,True,False,False,False,False,very low,low,very high rate,RENT,0
21570.0,27,33996.0,8.0,D,6.0,15.31,7,5,1,False,False,False,True,True,False,False,False,False,False,very low,low,very high rate,RENT,0
21571.0,27,34000.0,3.0,A,6.0,8.9,7,9,0,False,False,False,True,False,False,False,True,False,False,very low,low,low rate,RENT,0
21572.0,32,34000.0,7.0,C,6.0,14.65,2,8,0,False,False,False,True,False,False,False,False,False,True,very low,low,very high rate,RENT,0
21573.0,27,34000.0,0.0,A,6.0,6.99,7,6,0,False,False,False,True,True,False,False,False,False,False,very low,low,very low rate,RENT,0
21574.0,34,48989.0,10.0,A,2.4,7.14,4,5,0,False,False,True,False,False,True,False,False,False,False,low,very low,very low rate,OTHER,2
21575.0,30,48996.0,5.0,C,5.0,15.23,3,5,0,True,False,False,False,False,False,False,True,False,False,low,low,very high rate,MORTGAGE,0
21576.0,30,35000.0,8.0,A,6.0,7.9,3,9,0,False,False,False,True,False,False,False,True,False,False,very low,low,low rate,RENT,0
21577.0,29,29000.0,0.0,A,6.0,8.49,9,8,1,False,False,False,True,False,False,False,True,False,False,very low,low,low rate,RENT,0
21578.0,27,48996.0,0.0,B,5.0,11.83,7,10,0,True,False,False,False,False,False,True,False,False,False,low,low,medium rate,MORTGAGE,1
21579.0,27,35000.0,3.0,A,6.0,7.49,7,10,0,False,False,False,True,False,False,False,True,False,False,very low,low,very low rate,RENT,0
21580.0,27,35000.0,3.0,B,6.0,11.11,7,6,0,False,False,False,True,False,False,False,False,True,False,very low,low,medium rate,RENT,1
21581.0,30,29000.0,2.0,D,6.0,15.58,3,8,1,False,False,False,True,False,False,False,False,True,False,very low,low,very high rate,RENT,0
21582.0,32,35000.0,2.0,B,6.0,12.23,2,9,0,False,False,False,True,False,False,False,False,False,True,very low,low,high rate,RENT,1
21583.0,27,35000.0,2.0,A,6.0,9.32,7,10,0,False,False,False,True,False,False,False,True,False,False,very low,low,low rate,RENT,0
21584.0,28,35000.0,2.0,B,6.0,11.89,8,10,0,False,False,False,True,False,True,False,False,False,False,very low,low,high rate,RENT,1
21585.0,31,35000.0,0.0,C,6.0,12.84,1,7,0,False,False,False,True,False,False,False,True,False,False,very low,low,high rate,RENT,0
21587.0,35,43000.0,7.0,D,13.2,16.77,5,9,0,True,False,False,False,True,False,False,False,False,False,low,high,very high rate,MORTGAGE,0
21588.0,31,29004.0,4.0,B,6.0,10.75,1,8,1,False,False,False,True,False,False,True,False,False,False,very low,low,medium rate,RENT,1
21589.0,27,49000.0,11.0,B,8.5,10.59,7,6,0,True,False,False,False,False,False,False,True,False,False,low,medium,medium rate,MORTGAGE,1
21590.0,28,49000.0,6.0,B,19.0,10.99,8,7,0,False,False,True,False,False,True,False,False,False,False,low,very high,medium rate,OTHER,1
21591.0,31,49000.0,15.0,C,14.0,13.99,1,10,0,False,False,True,False,False,True,False,False,False,False,low,high,very high rate,OTHER,0
21592.0,30,49000.0,9.0,A,11.75,8.9,3,9,0,True,False,False,False,False,True,False,False,False,False,low,high,low rate,MORTGAGE,3
21593.0,30,49000.0,3.0,A,3.5,6.99,3,5,0,False,False,True,False,False,False,False,True,False,False,low,very low,very low rate,OTHER,2
21594.0,31,36000.0,3.0,A,6.0,8.9,1,9,1,False,False,False,True,True,False,False,False,False,False,low,low,low rate,RENT,3
21595.0,33,30000.0,2.0,D,6.0,19.42,3,10,1,False,False,False,True,False,False,False,False,False,True,very low,low,very high rate,RENT,0
21596.0,29,36000.0,4.0,A,6.0,5.99,9,6,0,False,False,False,True,False,True,False,False,False,False,low,low,very low rate,RENT,2
21597.0,30,49000.0,14.0,D,8.5,16.32,3,9,0,True,False,False,False,False,False,False,False,True,False,low,medium,very high rate,MORTGAGE,0
21598.0,28,49000.0,4.0,A,7.0,7.51,8,8,0,True,False,False,False,False,False,False,True,False,False,low,medium,very low rate,MORTGAGE,2
21599.0,28,49000.0,5.0,B,4.75,10.25,8,8,0,True,False,False,False,False,False,False,True,False,False,low,low,medium rate,MORTGAGE,1
21600.0,30,49000.0,7.0,B,8.5,12.18,3,8,0,False,False,True,False,False,False,False,False,True,False,low,medium,high rate,OTHER,1
21601.0,32,49000.0,9.0,A,8.275,8.0,2,6,0,True,False,False,False,True,False,False,False,False,False,low,medium,low rate,MORTGAGE,3
21602.0,33,36000.0,1.0,C,6.0,13.22,3,8,0,False,False,False,True,False,False,False,True,False,False,low,low,high rate,RENT,0
21603.0,30,49200.0,13.0,A,9.25,7.49,3,8,0,True,False,False,False,False,False,True,False,False,False,medium,medium,very low rate,MORTGAGE,2
21604.0,30,49200.0,12.0,A,15.025,6.03,3,8,0,True,False,False,False,False,True,False,False,False,False,medium,very high,very low rate,MORTGAGE,2
21605.0,27,49200.0,4.0,A,2.5,5.42,7,10,0,True,False,False,False,False,False,False,True,False,False,medium,very low,very low rate,MORTGAGE,2
21606.0,27,49200.0,11.0,A,9.6,5.42,7,6,0,True,False,False,False,False,False,False,True,False,False,medium,medium,very low rate,MORTGAGE,2
21607.0,32,49200.0,5.0,A,5.0,7.74,2,10,0,True,False,False,False,False,False,True,False,False,False,medium,low,low rate,MORTGAGE,3
21608.0,35,36500.0,0.0,C,6.0,13.61,5,6,0,False,False,False,True,False,False,False,True,False,False,low,low,high rate,RENT,0
21609.0,27,49272.0,5.0,B,3.25,11.114999999999998,7,6,0,True,False,False,False,False,False,False,True,False,False,medium,very low,medium rate,MORTGAGE,1
21610.0,32,37000.0,4.0,B,6.0,10.36,2,6,0,False,False,False,True,False,False,False,True,False,False,low,low,medium rate,RENT,1
21611.0,27,49304.0,2.0,C,10.0,11.78,7,9,0,True,False,False,False,False,False,False,True,False,False,medium,medium,medium rate,MORTGAGE,3
21612.0,29,49349.0,13.0,B,4.0,11.49,9,5,0,True,False,False,False,True,False,False,False,False,False,medium,very low,medium rate,MORTGAGE,1
21613.0,27,31200.0,2.0,A,6.0,6.62,7,10,1,False,False,False,True,False,False,False,False,True,False,very low,low,very low rate,RENT,0
21614.0,31,49500.0,3.0,B,10.0,10.75,1,6,0,True,False,False,False,True,False,False,False,False,False,medium,medium,medium rate,MORTGAGE,1
21615.0,27,49536.0,11.0,B,12.0,10.38,7,10,0,False,False,True,False,False,False,False,True,False,False,medium,high,medium rate,OTHER,1
21616.0,29,32004.0,1.0,D,6.0,15.7,9,9,1,False,False,False,True,False,False,True,False,False,False,very low,low,very high rate,RENT,0
21617.0,30,38004.0,4.0,B,6.0,11.99,3,10,0,False,False,False,True,False,False,False,False,False,True,low,low,high rate,RENT,1
21618.0,30,43580.0,5.0,B,6.0,12.21,3,7,1,True,False,False,False,False,False,False,False,True,False,low,low,high rate,MORTGAGE,1
21619.0,30,49641.0,9.0,C,8.4,13.11,3,6,0,True,False,False,False,False,False,False,False,True,False,medium,medium,high rate,MORTGAGE,3
21620.0,33,49700.0,0.0,A,12.0,6.92,3,9,0,True,False,False,False,False,False,False,False,True,False,medium,high,very low rate,MORTGAGE,2
21621.0,35,43772.0,11.0,A,15.0,7.51,5,6,0,True,False,False,False,False,False,False,True,False,False,low,very high,very low rate,MORTGAGE,2
21623.0,28,39000.0,0.0,A,6.0,8.63,8,7,0,False,False,False,True,False,False,False,False,True,False,low,low,low rate,RENT,3
21624.0,35,49800.0,3.0,A,6.0,7.14,5,6,0,True,False,False,False,False,False,False,False,True,False,medium,low,very low rate,MORTGAGE,2
21625.0,28,39184.0,3.0,A,6.0,6.17,8,7,0,False,False,False,True,True,False,False,False,False,False,low,low,very low rate,RENT,2
21626.0,32,40000.0,0.0,B,6.0,12.69,2,8,0,False,False,False,True,False,False,False,True,False,False,low,low,high rate,RENT,1
21627.0,27,40000.0,2.0,B,6.0,11.11,7,9,0,False,False,False,True,False,False,False,False,True,False,low,low,medium rate,RENT,1
21628.0,27,40000.0,1.0,B,6.0,11.99,7,6,0,False,False,False,True,True,False,False,False,False,False,low,low,high rate,RENT,1
21629.0,27,50000.0,7.0,A,9.5,8.9,7,8,0,True,False,False,False,False,False,False,True,False,False,medium,medium,low rate,MORTGAGE,3
21630.0,35,50000.0,5.0,C,6.0,13.49,5,6,0,True,False,False,False,False,False,True,False,False,False,medium,low,high rate,MORTGAGE,3
21631.0,33,40000.0,0.0,A,6.0,7.51,3,6,1,False,False,False,True,True,False,False,False,False,False,low,low,very low rate,RENT,2
21632.0,27,40000.0,4.0,C,6.0,12.73,7,10,0,False,False,False,True,False,True,False,False,False,False,low,low,high rate,RENT,0
21633.0,29,40000.0,2.0,B,6.0,11.14,9,6,0,False,False,False,True,True,False,False,False,False,False,low,low,medium rate,RENT,1
21634.0,28,50000.0,0.0,A,9.0,7.51,8,7,0,True,False,False,False,False,False,False,False,True,False,medium,medium,very low rate,MORTGAGE,2
21635.0,35,40000.0,1.0,B,6.0,12.42,5,7,0,False,False,False,True,False,False,False,True,False,False,low,low,high rate,RENT,1
21636.0,30,50000.0,8.0,A,10.0,6.62,3,7,0,True,False,False,False,True,False,False,False,False,False,medium,medium,very low rate,MORTGAGE,2
21637.0,27,40000.0,2.0,C,6.0,11.28,7,7,0,False,False,False,True,False,True,False,False,False,False,low,low,medium rate,RENT,0
21638.0,32,40500.0,0.0,C,6.0,14.26,2,5,0,False,False,False,True,False,False,False,False,False,True,low,low,very high rate,RENT,0
21639.0,27,40800.0,11.0,A,6.0,7.66,7,7,0,False,False,False,True,False,False,False,False,True,False,low,low,very low rate,RENT,2
21640.0,27,50000.0,5.0,A,5.275,7.585,7,5,0,False,False,True,False,False,False,False,False,True,False,medium,low,very low rate,OTHER,2
21641.0,30,41000.0,14.0,A,6.0,6.03,3,10,1,False,False,False,True,True,False,False,False,False,False,low,low,very low rate,RENT,2
21642.0,31,50000.0,8.0,C,6.0,13.49,1,9,0,True,False,False,False,True,False,False,False,False,False,medium,low,high rate,MORTGAGE,3
21643.0,34,50000.0,11.0,A,4.0,8.9,4,8,0,True,False,False,False,False,False,False,False,False,True,medium,very low,low rate,MORTGAGE,3
21644.0,27,50000.0,6.0,B,12.0,11.71,7,10,0,True,False,False,False,False,False,False,False,True,False,medium,high,medium rate,MORTGAGE,1
21645.0,27,41000.0,2.0,A,6.0,9.32,7,7,0,False,False,False,True,False,False,False,True,False,False,low,low,low rate,RENT,3
21646.0,33,35496.0,3.0,C,6.0,13.72,3,8,1,False,False,False,True,False,False,False,False,True,False,low,low,high rate,RENT,0
21647.0,33,35600.0,1.0,C,6.0,13.49,3,5,1,False,False,False,True,False,False,False,False,False,True,low,low,high rate,RENT,0
21648.0,34,42000.0,2.0,B,6.0,10.59,4,7,0,False,False,False,True,False,True,False,False,False,False,low,low,medium rate,RENT,1
21649.0,34,50000.0,6.0,C,16.0,13.49,4,5,0,True,False,False,False,False,False,False,False,False,True,medium,very high,high rate,MORTGAGE,3
21650.0,34,42000.0,5.0,C,6.0,14.22,4,10,0,False,False,False,True,False,False,False,False,False,True,low,low,very high rate,RENT,0
21651.0,34,36000.0,0.0,D,6.0,16.29,4,10,1,False,False,False,True,False,False,False,False,False,True,low,low,very high rate,RENT,0
21652.0,32,36000.0,4.0,D,6.0,16.07,2,10,1,False,False,False,True,False,False,False,True,False,False,low,low,very high rate,RENT,0
21653.0,28,42000.0,4.0,C,6.0,11.78,8,10,0,False,False,False,True,False,False,False,False,False,True,low,low,medium rate,RENT,0
21654.0,28,42328.0,5.0,A,6.0,8.63,8,7,0,False,False,False,True,False,False,False,True,False,False,low,low,low rate,RENT,3
21655.0,35,37000.0,2.0,B,6.0,9.99,5,7,1,False,False,False,True,False,False,False,False,True,False,low,low,low rate,RENT,1
21656.0,32,43000.0,2.0,C,6.0,13.22,2,6,0,False,False,False,True,False,True,False,False,False,False,low,low,high rate,RENT,0
21657.0,28,50000.0,12.0,A,6.0,6.03,8,9,0,False,False,True,False,False,False,False,False,False,True,medium,low,very low rate,OTHER,2
21658.0,34,50000.0,0.0,A,16.0,7.51,4,7,0,False,False,True,False,False,False,False,False,False,True,medium,very high,very low rate,OTHER,2
21659.0,29,43000.0,1.0,B,6.0,11.14,9,7,0,False,False,False,True,False,False,False,True,False,False,low,low,medium rate,RENT,1
21660.0,35,50000.0,7.0,A,12.0,6.62,5,6,0,True,False,False,False,False,False,True,False,False,False,medium,high,very low rate,MORTGAGE,2
21661.0,28,43000.0,5.0,B,6.0,10.39,8,5,0,False,False,False,True,False,False,False,True,False,False,low,low,medium rate,RENT,1
21662.0,28,43150.0,3.0,B,6.0,9.99,8,9,0,False,False,False,True,False,False,False,False,False,True,low,low,low rate,RENT,1
21663.0,27,50000.0,0.0,A,12.0,6.62,7,9,0,True,False,False,False,False,False,False,True,False,False,medium,high,very low rate,MORTGAGE,2
21664.0,30,50000.0,6.0,C,4.0,14.27,3,9,0,True,False,False,False,True,False,False,False,False,False,medium,very low,very high rate,MORTGAGE,0
21665.0,27,50000.0,4.0,B,2.1,9.91,7,6,0,True,False,False,False,False,True,False,False,False,False,medium,very low,low rate,MORTGAGE,3
21666.0,30,50000.0,3.0,C,6.0,13.92,3,7,0,True,False,False,False,False,False,False,False,True,False,medium,low,very high rate,MORTGAGE,0
21667.0,29,50000.0,3.0,B,4.2,9.91,9,5,0,False,False,True,False,False,False,True,False,False,False,medium,very low,low rate,OTHER,3
21668.0,29,39000.0,2.0,B,6.0,12.69,9,5,1,False,False,False,True,False,False,False,False,True,False,low,low,high rate,RENT,1
21669.0,30,45000.0,0.0,B,6.0,12.69,3,8,0,False,False,False,True,False,False,False,False,True,False,low,low,high rate,RENT,1
21671.0,31,50000.0,7.0,A,4.8,6.03,1,5,0,True,False,False,False,False,False,True,False,False,False,medium,low,very low rate,MORTGAGE,2
21672.0,27,45000.0,1.0,B,6.0,10.65,7,8,0,False,False,False,True,False,True,False,False,False,False,low,low,medium rate,RENT,1
21674.0,29,50000.0,4.0,A,10.0,6.03,9,5,0,True,False,False,False,False,False,False,True,False,False,medium,medium,very low rate,MORTGAGE,2
21675.0,29,50000.0,0.0,A,6.3,6.62,9,10,0,True,False,False,False,False,False,False,False,True,False,medium,low,very low rate,MORTGAGE,2
21676.0,29,50000.0,4.0,B,21.85,12.42,9,10,0,True,False,False,False,False,False,False,True,False,False,medium,very high,high rate,MORTGAGE,3
21677.0,30,45000.0,1.0,A,6.0,7.51,3,5,0,False,False,False,True,False,True,False,False,False,False,low,low,very low rate,RENT,2
21678.0,27,39000.0,1.0,D,6.0,14.61,7,7,1,False,False,False,True,False,False,False,False,False,True,low,low,very high rate,RENT,0
21679.0,30,46000.0,5.0,A,6.0,6.99,3,5,0,False,False,False,True,False,False,False,True,False,False,low,low,very low rate,RENT,2
21680.0,34,50000.0,2.0,B,12.0,11.86,4,9,0,False,False,True,False,False,False,False,False,True,False,medium,high,medium rate,OTHER,1
21681.0,31,50000.0,4.0,A,16.0,8.9,1,8,0,True,False,False,False,False,False,False,False,False,True,medium,very high,low rate,MORTGAGE,3
21683.0,31,50000.0,7.0,A,6.0,5.99,1,8,0,True,False,False,False,False,False,False,False,False,True,medium,low,very low rate,MORTGAGE,2
21684.0,27,50000.0,8.0,A,12.0,5.42,7,7,0,False,False,True,False,False,False,False,False,False,True,medium,high,very low rate,OTHER,2
21685.0,31,47000.0,4.0,A,6.0,6.99,1,7,0,False,False,False,True,False,False,False,False,False,True,low,low,very low rate,RENT,2
21687.0,28,50000.0,3.0,A,3.2,8.49,8,5,0,False,False,True,False,False,True,False,False,False,False,medium,very low,low rate,OTHER,3
21688.0,27,50000.0,5.0,B,2.0,10.99,7,6,0,True,False,False,False,False,False,False,False,False,True,medium,very low,medium rate,MORTGAGE,1
21689.0,30,47581.0,2.0,C,6.0,13.16,3,9,0,False,False,False,True,False,False,False,True,False,False,low,low,high rate,RENT,0
21690.0,31,48000.0,1.0,A,6.0,6.03,1,6,0,False,False,False,True,False,False,False,True,False,False,low,low,very low rate,RENT,2
21691.0,29,50000.0,3.0,C,6.0,13.99,9,8,0,False,False,True,False,False,False,False,False,True,False,medium,low,very high rate,OTHER,0
21692.0,33,50000.0,5.0,A,8.3,8.0,3,7,0,False,False,True,False,False,True,False,False,False,False,medium,medium,low rate,OTHER,3
21694.0,30,42000.0,1.0,D,6.0,14.46,3,5,1,False,False,False,True,False,False,False,True,False,False,low,low,very high rate,RENT,0
21695.0,30,48000.0,0.0,A,6.0,7.88,3,10,0,False,False,False,True,False,True,False,False,False,False,low,low,low rate,RENT,3
21696.0,30,50000.0,2.0,B,3.975,10.99,3,8,0,True,False,False,False,False,True,False,False,False,False,medium,very low,medium rate,MORTGAGE,1
21697.0,28,50000.0,7.0,D,6.0,15.99,8,9,0,True,False,False,False,False,False,False,False,True,False,medium,low,very high rate,MORTGAGE,3
21698.0,32,50000.0,16.0,A,8.0,7.49,2,9,0,False,False,True,False,False,False,True,False,False,False,medium,medium,very low rate,OTHER,2
21699.0,33,44000.0,2.0,C,7.0,12.99,3,8,1,True,False,False,False,False,True,False,False,False,False,low,medium,high rate,MORTGAGE,0
21700.0,29,42996.0,5.0,C,6.0,15.96,9,5,1,False,False,False,True,False,False,False,False,False,True,low,low,very high rate,RENT,0
21701.0,29,50000.0,0.0,B,3.575,11.49,9,7,0,True,False,False,False,False,False,False,False,True,False,medium,very low,medium rate,MORTGAGE,1
21702.0,27,50000.0,4.0,C,2.2,12.99,7,10,0,True,False,False,False,False,True,False,False,False,False,medium,very low,high rate,MORTGAGE,3
